day,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
3396,55565337.6000,28586476.8000,28078516.8000,40348497.6000,67013290.8000,4378485.6000,2754096.3792,64838631.6000,3614949.3600,45001893.6000,117872676.0000,53152153.2000,36093250.8000,7127.8812,14264826.4800,12786031.0800,86688457.2000,51288584.4000,39488526.0000,3530851.2000,47687029.2000,12288581.6400,6010966.9836,1914796.6380,50027745.6000,7875212.6520,18789541.2000,0.0000,67940492.4000,5400727.9200,0.0000,30482661.6000,25051460.4000,0.0000,34190308.8000,3357900.3600,24155730.0000,0.0000,75803090.4000,0.0000,17005002.1200,21194967.6000,0.0000,32194093.3200,65290262.4000,0.0000,5444395.9200,20250867.6000,63118137.6000,0.0000,81926564.4000,0.0000,11459433.6000,26611149.6000,49885887.6000,0.0000,66267813.6000,0.0000,16610263.2000,116614.4256,67419090.0000,0.0000,67485312.0000,0.0000,36095238.0000,36881168.4000,67145738.4000,0.0000,134888148.0000,0.0000,135077256.0000,0.0000,586405620.0000,1442617.2000,248603662.8000,993477420.0000,298366848.0000,0.0000,583654644.0000,0.0000,728091216.0000,142556040.0000,640453824.0000,57817603.9800,43717561.2000,37514139.0120,131925456.0000,123780045.6000,0.0000,283838652.0000,9119230920.0000,9289445040.0000,30047058.0000,0.0000,1758073.3200,0.0000,8325671.7600,0.0000,2765999.5200,0.0000
3397,56654924.4000,16199739.3600,19303311.6000,43257880.8000,57311298.0000,5442897.3840,1650805.2360,67631472.0000,1268876.9520,50411962.8000,105081264.0000,29368850.4000,29516282.2800,2145174.0480,6447522.8880,23644024.5240,67591756.8000,25625480.4000,42947092.8000,2485709.3880,46491566.4000,3728173.6800,5816186.4906,1936516.9320,35952274.8000,8609615.7426,15830524.8000,0.0000,46975046.4000,5958565.2000,24098.0861,21359948.4000,28994742.0000,0.0000,33721902.0000,2093868.3600,23655834.0000,0.0000,64498075.2000,1312263.9940,5710439.9520,17384991.1200,0.0000,30796368.1200,64661335.2000,0.0000,5705191.4400,16142353.2000,55030572.0000,0.0000,78877422.0000,0.0000,12393706.3200,24823753.2000,44595824.4000,0.0000,61930962.0000,0.0000,17951742.0000,88608.4164,63459424.8000,0.0000,63024800.4000,0.0000,33831370.8000,34573212.0000,63112273.2000,0.0000,126280346.4000,0.0000,126383428.8000,0.0000,195040080.0000,23871615.8400,417239798.4000,530455500.0000,75255372.0360,4822973.3520,542308536.0000,0.0000,674443224.0000,131036688.0000,194587848.0000,202396500.0000,181420462.8000,0.0000,196733808.0000,13930775.2800,70718.4000,470955960.0000,8676986400.0000,8825914080.0000,28780606.8000,0.0000,1715827.3200,0.0000,9202766.4000,0.0000,2750885.6400,0.0000
3398,52377840.0000,1739201.6196,12813020.6400,43022678.4000,46371110.4000,76266.7200,8321707.2600,67441284.0000,1144239.1668,36068763.6000,158835600.0000,4444956.1080,908890.0920,45058651.2000,2019616.3296,73699034.4000,98094546.0000,3251734.2468,73516680.0000,7132449.4200,75626434.8000,2194364.2226,25139948.4000,0.0000,16971510.8160,17813755.8000,13382197.9200,183556.7226,24220711.4400,7907508.3600,4699324.9080,6616519.6932,42279076.8000,0.0000,46232370.0000,613770.3281,28795698.0000,0.0000,65238987.6000,1815532.3224,7140346.5600,36101664.0000,0.0000,30004101.7200,77397501.6000,0.0000,8191014.8400,13848886.8000,58358844.0000,0.0000,86253998.4000,0.0000,18013834.8000,26548052.4000,49525902.0000,0.0000,65612498.4000,0.0000,20578539.6000,25829.8315,69608541.6000,0.0000,67187005.2000,0.0000,35744569.2000,37387576.8000,67819780.8000,0.0000,135018108.0000,0.0000,135026856.0000,0.0000,662561388.0000,0.0000,16127113.3560,849356496.0000,305990568.0000,0.0000,425835252.0000,0.0000,512038512.0000,86910778.8000,637371072.0000,16271944.9200,114415101.7200,72202504.3812,189112248.0000,146605719.6000,12363248.6280,132453129.6000,8628527520.0000,8763227280.0000,28234051.2000,0.0000,1830536.6400,0.0000,9484311.6000,0.0000,2491218.0000,0.0000
3399,76234820.4000,76469133.4200,82831554.0000,70068952.8000,37486023.8400,55778050.8000,72367675.2000,35006770.8000,61766253.6840,11784966.8400,192501216.0000,100233982.0800,0.0000,103322221.2000,13399343.8164,65235693.6000,178711862.4000,85658107.3200,42703218.0000,39389309.2800,94110655.9680,18460204.3620,33244298.8992,13154875.0416,24834696.4800,71780444.8560,6376231.3680,7574473.4400,17832431.3580,90820498.2480,48304152.0000,279832.4064,48462600.3120,3437114.9400,47941318.8000,17470380.6468,23102315.1720,5333826.4272,55480553.7480,34712379.8640,15698685.6000,96004015.2000,0.0000,32308481.8800,74940917.4360,10348380.5040,12832811.2800,14126296.3200,46906445.0880,27149467.4280,66955720.6800,16380303.0998,36924037.2000,22988081.5200,45904159.0800,12634845.2280,50461240.3200,16412555.1600,18468906.6600,2404319.6556,62625354.4440,13864011.4800,55339242.1200,15725158.5600,34883993.1600,41270803.2000,57216751.2000,15782281.1640,112090942.8000,31934328.1200,111689726.4000,32239593.0000,105725740.6800,557225202.6000,681418152.0000,268222874.4000,121737191.0400,17449967.5200,89693255.1600,126194218.9200,392684832.0000,437034132.0000,752482548.0000,230528991.9240,0.0000,989433900.0000,14484199.6800,1012353336.0000,159828116.0400,25156808.6904,11437016400.0000,11371435200.0000,30548008.8000,0.0000,2004489.7200,0.0000,8892657.3600,0.0000,2314325.5200,0.0000
3400,52654744.8000,58509100.0080,57775795.2000,95959886.4000,52109445.6000,71687001.6000,34934223.6000,86990054.4000,4130004.2040,66992223.6000,185692327.2000,99342475.2000,0.0000,142434936.0000,0.0000,220250628.0000,63771753.6000,96159277.4400,127507305.6000,26315474.4000,22155338.3760,67867502.4000,20077581.4560,17578807.9200,3828576.6000,133713630.0000,6605268.2280,7895619.1440,3608501.4324,124983590.4000,2708492.2740,17074841.4000,1422691.3238,39886176.9600,18404097.1200,31268416.0068,2518063.6680,24679319.3280,6260030.9640,110618005.3200,33429322.8000,46364097.6000,0.0000,31771984.6800,1560395.8440,72686175.1200,18614836.8000,10931439.2400,250937.3160,100783473.4800,11945.9880,102928690.8000,41571889.2000,12086059.3920,0.0000,73344762.0000,0.0000,88529857.2000,1896915.3840,17048611.7280,310.9860,89252082.0000,0.0000,85543063.2000,42111258.4800,45100333.0800,0.0000,92228281.2000,0.0000,177560316.0000,0.0000,177379671.6000,0.0000,739285740.0000,1150605720.0000,168096276.0000,0.0000,416412612.0000,0.0000,380604996.0000,106133774.4000,484119468.0000,384441696.0000,427265604.0000,0.0000,691580988.0000,0.0000,688836060.0000,110132581.8960,143977903.2000,11012331600.0000,10880686800.0000,30329769.6000,0.0000,1848207.6000,0.0000,8285277.6000,0.0000,2117663.6400,0.0000
3401,46715562.0000,29562493.8240,38879017.2000,76311151.2000,42812762.0400,36298216.8864,20952525.6000,82074319.2000,2723731.9884,66177118.8000,168733958.4000,54519984.0000,0.0000,105868260.0000,14307.3360,178731540.0000,53323556.4000,43144415.5320,114361999.2000,19392840.0000,34062190.2000,29390504.7960,12080264.7600,12073719.7800,1658885.8680,92045361.9600,10638321.8400,4180280.9353,2862797.4000,87933645.3600,1127552.3928,19456984.5840,6984364.0068,16423994.1600,28061249.7600,9752879.1600,5307974.7840,8595184.3200,9731792.1240,68631916.6800,28475852.4000,36340711.2000,0.0000,29680204.6800,11109983.2236,31257248.5440,12414584.1600,6747629.4000,3498680.4480,59700537.0000,6240543.0473,45985652.7840,25314068.1600,7853649.3720,1606160.1600,43074914.9040,1104810.6600,43262559.4320,7322475.2400,6048253.7280,3707336.6208,45244704.3840,1794582.4680,43332136.5600,22775736.9600,23914466.2800,2851519.8240,46117657.8360,4626812.5200,89707048.1280,4711582.8000,89978859.3600,5580439.5600,637019496.0000,994528224.0000,94404711.6000,0.0000,357148008.0000,3064941.9000,92294874.0000,124489587.6000,215319132.0000,211408596.0000,315179532.0000,0.0000,531280188.0000,0.0000,533075436.0000,5642290.8000,274880556.0000,8789815440.0000,8672695560.0000,28156489.2000,0.0000,1947703.3200,0.0000,8407602.3600,0.0000,2028039.1200,0.0000
3402,63662018.4000,4353701.1804,18035416.8000,86854813.2000,33553573.2000,13138658.8920,9038313.7200,105430604.4000,2478146.4000,93656426.4000,194601312.0000,34273177.2000,0.0000,87851725.2000,0.0000,183085920.0000,46416440.1600,9825871.7880,133048872.0000,13987483.2000,48475893.6000,22732081.2000,11734317.2880,4214098.0080,4737716.7048,72155422.8000,15882930.0000,759571.9884,8094780.2520,57465586.8000,0.0000,29593526.4000,8198896.3200,6759015.3234,38952194.4000,1102208.0040,11127817.6560,1041223.5000,17250414.0480,44802349.2000,28528437.6000,24924243.6000,0.0000,28397742.4800,18693940.5000,6876209.8800,4237938.3600,5890732.2000,4146229.2024,35702251.2000,17288796.6720,11758563.3600,11044353.6000,6544968.1200,199247.0760,29697944.4000,4638343.9032,12873346.9200,13649370.7320,916918.8664,3003523.5852,21124178.6400,2698621.3872,16935959.6928,14377493.5200,8764855.5600,3787180.6428,16778383.5600,6415550.4960,33774695.7480,6409546.7760,33843660.0840,27747823.6080,176398254.0000,229753260.0000,195109452.0000,111739190.4000,25946487.8280,200299727.5200,1603047.6000,382049856.0000,183533004.0000,553154004.0000,237368340.0000,5852721.9600,471457476.0000,15370799.7600,481532940.0000,53090645.7600,166268952.0000,10319688000.0000,10284926400.0000,26730165.6000,0.0000,2021664.2400,0.0000,7841695.3200,0.0000,2066893.5600,0.0000
3403,62253907.2000,2665263.3948,21586334.4000,76078292.4000,35171017.2000,7189916.2632,11195210.1600,93462606.0000,2649790.0800,77405299.2000,200255616.0000,24411956.4000,0.0000,86583247.2000,0.0000,162096264.0000,51963736.3200,7732106.4240,145545840.0000,12930149.1600,56043126.0000,24807841.2000,15725408.7600,1958990.0040,18335309.4000,47771139.6000,23243785.2000,0.0000,16926469.5600,35384479.2000,13590.3636,20450188.8000,15603499.5840,2289384.3168,41702745.6000,212191.4412,19807923.6000,38729.9160,38947986.7200,27584958.2400,21602797.2000,29611303.2000,0.0000,28732997.8800,43416745.9200,823263.6780,3772749.9960,12978627.8400,17707414.3164,15348316.8557,46863453.9600,1351361.9160,11717560.4400,13962574.8000,11536385.8680,10869049.9800,26232146.6400,947389.1832,21109011.8400,248019.8368,25370647.3800,3219029.2872,24863547.9240,2107874.5956,17825685.4800,14856621.8400,26723034.3600,1124623.1880,51692468.5159,3049536.9240,51907253.3280,3061122.9480,12628187.1000,462658104.0000,353781576.0000,92875636.8000,241388280.0000,0.0000,332696736.0000,0.0000,445530240.0000,110729156.4000,59241618.0000,310413096.0000,39984454.8000,234774828.0000,119274156.0000,311952960.0000,24491720.5200,114204276.0000,7788225960.0000,7874516880.0000,26850740.4000,0.0000,2011711.6800,0.0000,7803749.1600,0.0000,1851698.8800,0.0000
3404,62371152.0000,2548290.6162,19254549.6000,70253611.2000,45722149.2000,5774512.4536,11142986.7600,88145467.2000,2465155.4400,54703728.0000,219980484.0000,18822010.3200,0.0000,90636220.8000,14168.1384,133374538.8000,86491087.2000,36976.7124,136726056.0000,15235920.0000,75035026.8000,15882555.9600,31457678.4000,8933.2416,30898401.1200,36496450.8000,24763388.4000,0.0000,32850046.0800,12723147.4680,27881.7555,12223409.0400,35067790.8000,199874.3058,51604966.8000,727882.4880,31558096.8000,0.0000,72845010.0000,10020101.0400,14679071.6400,34692300.0000,0.0000,27938528.2800,79593858.0000,0.0000,7893218.1600,19619359.2000,55756249.2000,1667006.8416,92054599.2000,0.0000,17946086.4000,28800183.6000,46671433.2000,800714.3414,68677560.0000,0.0000,24292497.6000,44438.4468,71427866.4000,0.0000,70545765.6000,0.0000,37828000.8000,39017696.4000,71079350.4000,0.0000,142254396.0000,0.0000,142746552.0000,0.0000,50075046.0000,253982124.0000,144260100.0000,124328217.6000,335529072.0000,0.0000,426691224.0000,0.0000,576215424.0000,144249228.0000,27713458.7640,236128464.0000,97736292.0000,83194466.4000,211444920.0000,191808180.0000,24390738.0000,111441106.8000,6985704600.0000,7221952440.0000,25146972.0000,0.0000,1965653.2800,0.0000,9162132.4800,0.0000,1776260.8800,0.0000
3405,32894834.4000,2970724.9061,7129762.5600,21058128.0000,39201994.8000,522412.2000,1840751.3160,35834882.4000,5107730.0400,11116442.8800,110585354.4000,6048583.5600,4280871.9600,24459474.2400,8491380.7140,22748177.6532,84751228.8000,3147365.9880,42384854.1600,9358474.6800,67533548.4000,318620.3400,20867416.2000,0.0000,30729945.6000,3644318.7720,14314042.8000,0.0000,52016947.2000,17048.0002,306743.1588,9409948.9200,42252260.4000,0.0000,44344886.4000,2120304.2400,31125315.6000,0.0000,92779185.6000,0.0000,1399511.6568,26137656.0000,0.0000,27982213.9200,88194754.8000,0.0000,8127195.4800,20520640.8000,85061178.0000,0.0000,111364020.0000,0.0000,16470367.2000,36713808.0000,69326442.0000,0.0000,90595393.2000,0.0000,22849110.0000,451465.1280,94078062.0000,0.0000,93610936.8000,0.0000,49684834.8000,51863832.0000,92948821.2000,0.0000,187064100.0000,0.0000,187422228.0000,0.0000,11067230.8800,493482564.0000,352567332.0000,174024187.2000,497251440.0000,0.0000,364735008.0000,0.0000,452525724.0000,83858254.5600,0.0000,588756420.0000,128517408.0000,15347212.5240,216551844.0000,100042650.0000,155717092.8000,20252938.3200,6243357960.0000,6495246720.0000,25206030.0000,0.0000,1809815.0400,0.0000,9316972.4400,0.0000,1819420.2000,0.0000
3406,32723377.2000,33868227.6000,35519079.6000,21096210.6000,48046381.2000,12570584.4000,11162196.7200,25181044.5600,10141758.0180,11296125.2160,51697141.2000,65357928.0000,58286516.4000,0.0000,63400867.5600,1981058.7654,48948098.4000,33605658.0000,13623373.8000,35099805.6000,27420396.4224,2332833.8400,2246496.7212,6185245.8262,45982093.3200,1352192.5044,9022802.4000,0.0000,53874770.4000,1039320.1908,873112.9536,16227010.8000,22258171.8000,110676.1320,20041185.6000,5195834.2800,19881321.8400,0.0000,71625848.4000,0.0000,7750794.6000,27613126.8000,0.0000,31432799.5200,58811130.0000,0.0000,3984164.6400,18072324.0000,62039232.0000,0.0000,80095658.4000,0.0000,9840483.0000,27267141.6000,49838522.4000,0.0000,67107942.0000,0.0000,15476889.6000,255263.6876,67959586.8000,0.0000,68350741.2000,0.0000,36769788.0000,37477436.4000,67906310.4000,0.0000,136038531.6000,0.0000,135785178.0000,0.0000,9959202.4680,458653716.0000,257239512.0000,287238384.0000,608813640.0000,0.0000,533116836.0000,0.0000,675977544.0000,146180158.5600,2314330.4772,602196588.0000,147669433.2000,3053867.1696,198142272.0000,56673241.2000,88484130.0000,15426435.2760,5573697480.0000,5650211520.0000,29292926.4000,0.0000,1664324.6400,0.0000,8193312.7200,0.0000,1774013.0400,0.0000
3407,11180329.3440,84300019.2000,67684402.8000,3241809.3348,39984785.2800,21027246.0840,44373821.4000,8277744.7102,43325867.8800,5469875.5752,48354216.0588,110002824.0000,16390619.7120,17264892.2400,43292167.2000,12472553.7072,36688878.1440,97746519.6000,21440904.4800,27654951.6000,11169276.4800,54810064.8000,1943438.5116,23098009.2656,37785771.5580,17733973.1400,11067986.5200,0.0000,29486741.5800,22000501.0800,231870.2940,25057256.4000,1109125.9476,22864011.1200,7401356.9874,19989864.7200,4583645.6040,7827463.0080,19756100.2644,22719267.6336,13157075.8440,14918589.3600,0.0000,29885460.8400,7588526.1826,27640618.6644,3559836.2040,10068974.6400,9223053.6960,21619616.4972,6472544.7600,24501519.5760,9257882.4000,13328231.4000,2173663.5480,21639115.3248,3901090.0176,19284141.1464,1995857.6040,5657076.6840,1680112.5624,26183827.2204,2322186.4440,20706009.5160,13851084.2400,11080458.7200,2023811.1360,24028499.5200,4132831.3380,44433086.7600,4405398.8400,44529851.7720,125239147.2000,196833830.4000,73642520.5200,593215848.0000,555855804.0000,0.0000,568988856.0000,0.0000,848501064.0000,276775954.9200,61732477.8000,403872300.0000,276227100.0000,0.0000,307422180.0000,28394475.1200,33112976.7600,44051331.6000,6053495040.0000,6063410160.0000,28760086.8000,0.0000,1604361.6000,0.0000,8142489.0000,0.0000,1876617.7200,0.0000
3408,35820433.8000,27951120.0000,24359367.6000,23795440.0560,37962860.4000,7772378.3208,5391658.9764,23946723.3600,19978367.7600,18219938.4000,109632499.2000,34523924.4000,0.0000,27747241.2000,22852806.4800,41163307.2000,83599390.8000,45982407.6000,49186112.4000,5367107.5200,51093846.0000,16088523.4800,9331369.8120,2285602.6903,47851419.6000,16839756.3600,20103717.6000,0.0000,60963598.8000,8160288.8400,0.0000,28236358.8000,25065899.2800,907360.5168,36357102.0000,3254067.0000,25401186.0000,0.0000,69706666.8000,1016567.6364,7893848.5200,12427333.9200,0.0000,28375260.8400,65191788.0000,178069.8672,5852997.7200,19383228.0000,58826890.8000,751.5576,84963862.8000,0.0000,10819260.7200,28198962.0000,45350625.6000,78781.7135,67505137.2000,0.0000,19128585.6000,103858.9407,66453210.0000,0.0000,68102154.0000,0.0000,37223820.0000,36988560.0000,67695991.2000,0.0000,136263358.8000,0.0000,136549630.8000,0.0000,295210548.0000,45868964.4000,21747646.8000,675865980.0000,545286672.0000,0.0000,649584360.0000,0.0000,769508604.0000,117459796.8960,86426031.6000,326837952.0000,494244144.0000,0.0000,496606608.0000,0.0000,20743028.2800,123174766.8000,8639357400.0000,8818283160.0000,26130942.0000,0.0000,1517584.3200,0.0000,7897374.0000,0.0000,1789573.6800,0.0000
3409,103389674.4000,49696311.6000,38091175.2000,104338648.8000,46058331.6000,21380683.4280,2928321.2880,115256574.0000,4041446.7168,127119812.4000,133642699.2000,94026826.8000,32777550.3600,2850745.0644,7463836.4400,109805536.8000,80059241.2176,119849958.0000,78730275.6000,942444.8856,29585043.7200,60419934.0000,5431633.8480,12328934.7928,31816434.6000,59091310.0800,11135883.3480,1222556.6038,55860181.2000,39806570.5200,0.0000,59914162.8000,7017469.3080,27547354.4400,19653674.0400,18103447.0800,10025700.0775,10728257.0400,29577356.0280,39166135.6320,47542597.2000,17203070.1960,0.0000,27921420.7200,24970579.4880,41636485.0800,10681307.2800,12609622.4400,26711692.2000,33817449.9600,37802586.2400,38812242.0204,18405309.9600,29134454.4000,19169607.6000,30102474.9600,32063745.2400,30190150.8216,8557747.5600,8074700.5176,28653144.8400,34550011.0800,31375511.6400,30021613.2000,33482278.8000,32158450.4400,30681126.7200,34214198.0400,62202920.4000,64641956.4000,62290105.2000,64995245.2800,554611356.0000,19644650.2728,14349903.4656,1170195840.0000,610320528.0000,0.0000,618299208.0000,0.0000,716056704.0000,101602472.7600,267572667.6000,539840772.0000,797786640.0000,0.0000,793003248.0000,0.0000,53742175.2000,64926806.4000,10694667600.0000,10611511200.0000,26123731.2000,0.0000,1564635.9600,0.0000,7671642.4800,0.0000,1986909.8400,0.0000
3410,133595798.4000,7852284.7920,28245704.4000,149722333.2000,71259732.0000,3996235.7640,9618281.5781,186622200.0000,3229088.5440,158108616.0000,323553492.0000,33764166.0000,4812768.7200,104713848.0000,0.0000,254415852.0000,102718594.8000,45416098.4400,233605116.0000,9024017.9580,72853570.8000,54783672.8400,30077291.5200,413184.2040,36143834.4000,71019028.8000,19854435.6000,0.0000,45481935.6000,47074884.8400,298188.5040,34475754.6000,18658743.6528,26868761.2440,44463683.5200,4202717.2164,18207680.4720,4067628.1992,40915984.3200,42958139.7600,44016487.5600,26404948.4400,0.0000,25742365.9200,38661371.6400,30164493.3480,5151269.8368,14092900.9200,24824339.1000,47309476.0320,39044819.8800,53194741.9200,30987061.2000,18526527.0360,19484840.7720,44400093.8040,27316782.7200,54343714.6800,13068672.4800,6737879.3548,28423856.1600,56080880.7840,27643591.8000,55053387.3600,42379405.5600,43967610.0000,27796351.3200,59558561.2800,55761987.6000,114891163.2000,56042074.8000,114993457.2000,601385544.0000,26531993.1600,1253314.9800,1420155720.0000,792633348.0000,0.0000,781159932.0000,0.0000,872377200.0000,87547510.8000,136643796.0000,472088484.0000,919905408.0000,0.0000,924926904.0000,0.0000,67666377.6000,53173666.8000,12852032400.0000,12872242800.0000,25382332.8000,0.0000,1835521.2000,0.0000,7780130.2800,0.0000,3294487.4400,0.0000
