day,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
3376,66934634.4000,30927783.6000,18103867.2000,68363028.0000,2624940.1080,52723483.2000,19350316.8000,31303005.1200,16073646.1668,22332605.7600,117887976.0000,93948375.6000,228210.4080,48689733.6000,3968264.8440,64640265.4800,105629511.6000,73882767.6000,21393357.3000,35106210.0000,37625472.0000,12623892.4800,7253880.2640,3855264.0840,4962470.4000,83389878.0000,184516.3170,9243663.1200,2370069.0000,88389979.2000,16720055.6400,264272.5008,16723687.7160,2208672.8280,16995391.2000,16845394.6800,3334771.5120,6551106.8040,3046087.3608,37497872.5200,10358135.2800,60240718.8000,0.0000,35161756.5600,20712922.6932,15532058.5128,11636168.0400,6298717.6800,2720851.2000,32869678.3200,9228571.6140,25802925.8654,26843569.2000,5591782.8000,6596771.0148,15752417.2549,4347525.2400,23210917.3944,7170307.9920,4939851.1680,11959215.8400,18722976.5880,6333760.8360,19763039.4685,11703059.6400,17203116.6000,8597441.8440,20877056.2080,14635135.0800,40455322.5600,14469160.6800,40382559.3600,0.0000,1055995920.0000,1072642680.0000,0.0000,44972983.0800,89612941.6800,0.0000,557649720.0000,212659092.0000,771574932.0000,305599176.0000,401060484.0000,0.0000,963100476.0000,0.0000,964578348.0000,517990104.0000,6013337.0400,10974772800.0000,10925071200.0000,32532620.4000,0.0000,2768032.0800,0.0000,11552101.2000,0.0000,2746382.0400,0.0000
3377,54031312.8000,26848400.4000,24897139.2000,69347660.4000,5600696.0400,31583645.6400,16263392.4000,48435048.0000,1897153.0560,27500436.0000,124011597.6000,75282523.2000,0.0000,60626826.0000,0.0000,93319254.0000,93630373.2000,61153473.6000,35379118.8000,27296906.4000,22801836.2400,10650114.6480,15456212.7840,620371.2528,0.0000,90645753.6000,0.0000,11046822.8400,735121.5876,80461728.0000,10142165.1600,803910.2328,5100604.9488,2046766.6319,13190908.6800,17539714.8000,199970.0280,8428881.6000,861851.4660,36843033.8160,8867536.5600,51966568.8000,0.0000,36835614.3600,5470368.3720,17880237.3600,9586533.9600,4300433.2800,155852.6400,34030625.4000,7789.4640,33300742.6800,20536221.6000,2157333.7248,59240.9628,18803144.8080,0.0000,30378238.5600,314384.5472,4745895.5880,0.0000,25096631.7600,0.0000,26800418.8800,11486201.0400,15745101.8400,0.0000,30180333.6000,0.0000,57289539.6000,427548.6360,57929792.4000,0.0000,1462098240.0000,1632714480.0000,0.0000,742963.6800,232160601.6000,0.0000,538765236.0000,85524660.0000,626184288.0000,148763573.6400,702452052.0000,0.0000,912213036.0000,0.0000,913867380.0000,305859996.0000,0.0000,11508030000.0000,11416550400.0000,34009776.0000,0.0000,3473493.4800,0.0000,13308649.2000,0.0000,2649651.4800,0.0000
3378,27416487.2400,63739918.8000,36905771.1600,27764234.9280,28750430.6460,42567037.2000,20319109.8120,21302095.9068,19339660.0800,23409051.1200,73798326.0000,115557382.8000,2126040.4800,30693872.6856,13109189.7600,58414735.6920,51732195.8400,107719902.0000,28346382.7200,25996017.4920,16858449.7920,67221609.8400,12899100.7440,25936037.6040,20888562.3660,72802276.5600,2841116.3784,4303598.7564,22696241.6520,72728244.0000,1629393.9379,24317123.4072,4327694.8200,31952143.2600,9912834.0000,37203364.0800,3307732.3296,20628772.1028,14386315.4676,61542792.8784,14361944.0400,31821442.2000,0.0000,45117799.2000,6605037.3996,56090283.0732,11975496.3972,9727884.7200,4809607.9200,53643845.1600,9351.9360,64635272.6400,24437448.0000,11677903.0704,323445.9857,39473143.2000,0.0000,52264431.3600,1125188.3448,14474750.0400,7239.7476,53644605.8400,0.0000,50016715.5600,24269923.0800,26944472.8800,0.0000,56782970.2800,0.0000,107093073.6000,494063.6400,107793201.6000,0.0000,1250912160.0000,1104771312.0000,11321756.3808,87334992.0000,41539424.0400,0.0000,415499868.0000,131158983.6000,548568828.0000,0.0000,682583184.0000,31851.1440,573395436.0000,0.0000,575657820.0000,459572976.0000,0.0000,8944449120.0000,8794702080.0000,42624187.2000,0.0000,3375335.1600,0.0000,12121977.6000,0.0000,2643327.7200,0.0000
3379,30685726.4400,13389221.5200,23394823.9200,42435532.8000,35629174.8000,17631562.2696,10295402.5944,47981772.0000,3987605.4480,28263513.6000,111810261.6000,18195989.4576,0.0000,59711954.4000,2870285.4792,87171091.2000,53005334.4000,20669204.3940,71220146.4000,10811285.8200,37130187.9600,12644559.3233,10141444.9800,2706059.8274,11002555.9512,35085013.5600,12772198.8000,505199.0160,13476359.5200,29002369.6800,646714.1628,13809778.5600,20903111.2800,4389557.5692,23159989.8000,3062518.7544,15699328.2000,1486438.2000,37433164.1760,13032600.1200,6910882.4880,40970257.9200,0.0000,47042700.1200,43062288.4800,5729852.1139,3192736.7844,9893826.0000,25641834.4800,8013359.5200,44626262.4000,6745526.6040,14070400.2000,14772842.6400,22733599.3200,6037011.3600,32093841.6000,6292335.9960,13329550.1160,1409377.5000,35167546.8000,6856175.3040,33630812.6400,6416985.9600,20968675.2000,22380608.8800,34467082.2000,7618727.5200,68200527.6000,14056354.4400,68438471.4720,14244951.6000,0.0000,1006239960.0000,683794872.0000,8938359.2160,387258444.0000,0.0000,241172749.4400,29288576.5200,619552476.0000,406981497.6000,0.0000,774141228.0000,10019458.5023,239948748.0000,50576272.5600,279531900.0000,195492783.6000,19570289.7960,7680708000.0000,7751402640.0000,43644535.2000,0.0000,3300129.3600,0.0000,11047676.4000,0.0000,2617556.7600,0.0000
3380,18614202.6600,25809561.0000,31283071.2000,45740822.4000,41104905.1200,29317624.8840,8723479.6800,53986816.8000,5486547.9600,50973224.4000,107489142.0000,42139645.2000,0.0000,78684616.8000,922669.3800,136502125.2000,34563840.5880,83080278.7200,116344335.6000,14087181.6000,18219236.7600,64238169.6000,6419187.3600,16979880.5280,18731149.1820,60944580.0000,11686534.9200,327206.5524,13410724.8600,51865945.5600,0.0000,35973698.4000,2340006.5160,32476702.0068,9144080.7840,17428839.0048,4623658.9200,13261913.2440,11611949.0400,56227514.1120,17274581.2800,16580413.0800,0.0000,41652695.1600,7699591.1520,49382574.0649,8589434.1840,8906415.1200,4775961.5640,55458978.7997,5457416.5512,61185920.5440,22684417.5600,12794036.0400,1195723.4400,47823492.2112,1906458.1416,52909973.9640,3955107.6000,11030251.7207,1402047.6120,58225341.4668,1269173.1600,53488970.4960,28146643.5600,27851150.8800,1236002.4000,58880061.4680,2400268.3200,112530208.2120,2536980.6240,112744751.0400,8022708.3960,864350676.0000,438806052.0000,81871965.3600,389907036.0000,0.0000,362815020.0000,0.0000,549843912.0000,186296127.1200,469094.7348,637134120.0000,50261283.8640,268639460.2800,82086224.6880,299362932.0000,59057427.6000,31466005.2000,6944034600.0000,6846402600.0000,39590128.8000,0.0000,2856344.7600,0.0000,11650453.2000,0.0000,2624742.0000,0.0000
3381,67555040.4000,6189905.6856,25225286.4000,51163556.4000,44067150.0000,5620130.0460,16060097.8800,51294427.2000,15450650.6400,16674243.1920,203477724.0000,9258078.7188,0.0000,71564803.2000,4398577.9200,64607457.6000,138983958.0000,8092923.8184,89360388.0000,14367516.1200,104364208.8000,3716669.4084,36111805.2000,0.0000,30667734.6120,8261905.9536,16765538.4000,220373.4600,42963563.8800,3431895.4505,13586713.3440,5788135.3824,59185972.8000,10915.0920,61390753.2000,1606352.6700,41123178.0000,0.0000,110769519.6000,14610.6504,2205156.3268,53077471.2000,0.0000,41981327.2800,114582747.6000,0.0000,10476417.2400,24146629.2000,97096316.4000,0.0000,128357492.4000,0.0000,26309883.6000,40445701.2000,80927539.2000,0.0000,98908398.0000,0.0000,29109276.0000,386871.6535,107924140.8000,0.0000,103399405.2000,0.0000,53647830.0000,58083595.2000,103403671.2000,0.0000,207411660.0000,0.0000,207907560.0000,0.0000,15409540.1880,362262528.0000,276358500.0000,290410956.0000,577958076.0000,0.0000,593468028.0000,0.0000,789207768.0000,191803647.6000,1868332.8600,507278232.0000,177005700.0000,7134411.6000,277729848.0000,102119094.0000,80143956.0000,92079435.6000,7696370520.0000,7997043960.0000,39579699.6000,0.0000,2546986.6800,0.0000,11155975.2000,0.0000,2619870.8400,0.0000
3382,84959043.4800,73858358.5200,71907755.4000,58752976.3200,32651765.7840,68559508.5120,87343207.2000,19531563.7320,105195389.4000,12709187.6436,191022969.7080,134318507.0760,931686.8792,64517374.4400,74642358.1504,36777761.5320,209293332.4800,95861188.8000,20833729.9560,66287158.9200,133430403.6000,33910208.4960,46966278.4200,24966412.2324,70296922.8000,70519939.9200,7695637.9272,5815171.7280,59245078.2048,76104272.7360,48085977.6000,2077342.7040,71306554.3200,8977767.8400,64409891.4000,21376775.5488,42149135.1240,7758344.1780,124901650.8000,31865768.3880,9735848.8200,105138201.6000,0.0000,43478820.0000,123386814.0000,11312442.3600,15211979.2800,26918447.7600,102592140.1200,14723334.0000,127835719.2000,0.0000,32892540.5880,43645287.6000,85300395.8400,918068.1588,101377861.2000,0.0000,30490214.7600,1226527.3800,117533073.6000,0.0000,110001719.0844,414899.5680,55791206.2800,63361620.0000,110934547.2000,149811.9696,221013496.8000,1001660.4000,221006078.6040,1405930.6800,4629912.9120,835464024.0000,835925760.0000,34415617.3200,242764210.8000,3133130.0400,19708740.0000,292661731.0800,214069039.2000,492260940.0000,451685077.2000,359511613.2000,0.0000,935253684.0000,11186715.6000,953797716.0000,511918380.0000,3399010.8840,12740446800.0000,12852014400.0000,40009204.8000,0.0000,2456055.0000,0.0000,10075226.4000,0.0000,2509051.6800,0.0000
3383,60604315.2000,81408679.2000,83200759.2000,68423659.2000,19260662.4000,66996046.8000,79953865.2000,20097860.4000,81030427.2000,8384083.9200,144378525.6000,115640445.6000,0.0000,98537893.2000,13908301.2000,37920105.0000,151599250.8000,89787596.4000,20616404.4000,53412469.2000,70075951.2000,14779373.7204,14059394.3520,7122213.6552,18850438.1880,74012965.2000,5184249.5880,6619578.8400,8677578.6000,93461364.0000,39971851.2000,0.0000,40226274.7200,1693927.8000,31505670.0000,15938359.6320,15209246.1600,3842686.9800,27456317.6400,25831379.4840,11355471.3600,92698221.6000,0.0000,39745144.8000,58439207.6676,7895971.8000,8514753.4800,9043955.6400,20089665.6588,18509757.3504,43342118.2332,12907428.1200,34233246.0000,14273264.0880,28472575.5360,6808174.6320,29453789.1600,11461324.5720,14416706.4840,2171494.7280,41488974.1080,7676823.3480,33535567.4400,9037226.1240,19958401.4400,26601526.8000,36036560.4120,9007807.0212,69121785.6000,17715091.1976,68967192.8052,17643325.3200,0.0000,1435472280.0000,1702909800.0000,0.0000,24725710.8000,242048527.1640,0.0000,688627620.0000,123861319.2000,813480048.0000,261338140.8000,574524072.0000,0.0000,1122744960.0000,0.0000,1122313680.0000,471924612.0000,1342682.3160,13479102000.0000,13520894400.0000,36967226.4000,0.0000,2384527.6800,0.0000,9788997.6000,0.0000,2431731.6000,0.0000
3384,55676264.4000,65964891.6000,53901810.0000,62604982.8000,8095425.4800,69570247.8600,56936602.8000,18234485.2800,55349870.4000,12422487.9600,121111192.8000,129433273.2000,0.0000,75340782.0000,14229845.8020,53458391.4480,124389943.2000,103294324.8000,21238442.2800,56899414.8000,53157889.0800,31627304.0280,11425831.2000,15015384.8554,16154243.6400,95287096.8000,2514964.6764,10419703.5600,7588118.1600,116184267.0000,30805272.0000,323630.8920,26125210.8000,9856976.0400,24601266.0000,28167819.1200,10192182.9840,14135231.3760,18284847.8400,62267321.1240,11947242.6000,77136757.2000,0.0000,35632874.8800,35630196.9444,32751077.0400,16738671.9600,7587756.3600,15424183.4400,50245855.2216,26352942.5520,47292067.0800,36538887.6000,12475875.2400,19082594.1600,28675188.9360,19829939.7600,39132551.5200,7618554.1800,8845283.1783,26405499.2760,36232604.6760,22376901.6000,36246862.8000,27849670.9200,33320390.4000,23481752.4000,38711692.8720,45476071.2000,74847525.1200,45115196.4000,74721689.6400,0.0000,1170645120.0000,1473973920.0000,0.0000,0.0000,338588424.0000,0.0000,595135728.0000,46463615.9676,644799816.0000,301071312.0000,475290036.0000,0.0000,1003214160.0000,0.0000,1006829640.0000,255520303.2000,1540987.9200,12731929200.0000,12640496400.0000,33449781.6000,0.0000,2233010.5200,0.0000,11907892.8000,0.0000,2450078.6400,0.0000
3385,31796636.4000,51806660.4000,54165996.0000,49318394.4000,20714401.8000,55891803.6000,46737460.8000,22875332.4000,32509375.2000,6921173.1600,88117034.4000,73849899.6000,0.0000,86612079.6000,947795.3640,73936591.2000,48809288.1600,57904412.4000,41201546.4000,30531643.2000,11807820.9360,34765563.2400,8219510.6400,4189564.5120,198751.5000,72765583.2000,1173707.7588,5968869.9840,53107.9200,75518053.2000,6425900.5493,8090593.8120,4190114.1708,21524638.4726,7649451.7200,23119349.0400,662668.5600,15209805.0240,874902.8520,60585390.0000,14579791.2000,39593556.0000,0.0000,36172621.4400,4500668.3962,46960235.6760,12095025.1200,6227755.2000,301075.5960,63146075.7600,1051875.7200,75253823.7120,33286924.8000,7989907.3200,1166246.2800,48748367.5200,431449.2000,66891825.3600,2331189.4680,13967090.6400,1719274.3200,66641326.9200,952818.4080,65135041.2000,31689643.3200,35517384.0000,1082857.9680,71837528.4000,2126737.8000,137550178.8000,2239143.8400,137906834.4000,0.0000,953113680.0000,1530550800.0000,6878902.3200,0.0000,707465304.0000,0.0000,511761132.0000,89867372.4000,603027900.0000,250223184.0000,361481580.0000,0.0000,842667768.0000,0.0000,842861736.0000,8481924.5760,205113870.0000,11308284000.0000,11158657200.0000,35537677.2000,0.0000,2358271.8000,0.0000,12805909.2000,0.0000,2449953.0000,0.0000
3386,67881924.0000,76657460.4000,81338007.6000,53690083.2000,13654776.6828,51162051.2400,96815347.2000,13006815.6240,117248202.0000,4197618.3600,141520777.2000,116911983.6000,3064609.0800,55176411.6000,85469084.5536,11270049.1056,181676268.0000,64933668.0000,12580259.3280,91830729.6000,117218962.8000,7552288.4760,24847370.9640,8677007.9208,53679153.6000,48203337.6000,6963786.4680,5926336.2000,30815141.4000,50710888.8000,53215416.0000,0.0000,72009360.0000,0.0000,46737597.6000,3596999.2896,36178304.4000,0.0000,101942488.8000,76536.3600,1685809.9404,109108872.0000,0.0000,45620283.9600,122420001.6000,0.0000,8039513.1600,18229777.9200,99328323.6000,2942.1792,138465216.0000,0.0000,33540699.6000,43894645.2000,97528802.4000,0.0000,113941576.8000,0.0000,29635387.2000,1247861.3400,131274565.2000,0.0000,125224387.2000,0.0000,62645947.2000,71517668.4000,125354379.6000,0.0000,252225504.0000,0.0000,253409004.0000,0.0000,0.0000,1372246560.0000,2482066080.0000,0.0000,0.0000,836741952.0000,0.0000,726612984.0000,27432034.2000,741754872.0000,274096008.0000,504653976.0000,0.0000,1120151160.0000,0.0000,1109767680.0000,25006843.0800,125655411.6000,15618117600.0000,16079166000.0000,41918702.4000,0.0000,2439333.3600,0.0000,11019848.4000,0.0000,2414103.8400,0.0000
3387,29019650.4000,49421984.4000,37418726.1600,32856490.8000,2900203.1280,58655426.4000,52393957.2000,4077797.7240,56307052.8000,3954398.4000,48465277.2000,104560650.0000,1813710.2040,31847655.6000,28774695.9132,11329805.1960,54302979.6000,61138213.2000,2320993.6380,56640402.0000,22899442.1148,19598383.4400,2539006.5600,15315916.3200,9530780.6880,49505542.2000,1734341.1804,4687751.1600,6182737.8840,63498250.8000,8500559.8680,3128703.9840,14531360.7600,8603114.4360,10915011.4680,17378152.2000,7757802.2880,8847884.1600,19443231.3172,35347702.6800,3017967.5700,50647478.4000,0.0000,42763300.2000,24442649.3520,23181998.7600,9864498.6000,6780808.4400,18170279.1000,31365199.8000,26619062.4000,33562705.8600,19196760.9600,11532224.5200,16202305.0800,21810943.4400,19823234.4000,27805688.6400,7011347.2920,6516624.0708,21885339.6000,27362579.1480,19499925.6000,25753571.8560,22898850.1200,25461351.0000,19834700.7924,28799053.9621,38131452.0000,54284930.5295,37268300.4120,54164154.0456,0.0000,1383443280.0000,1874756160.0000,0.0000,0.0000,521852364.0000,0.0000,884046240.0000,32153645.1600,924108804.0000,93444796.8000,576002808.0000,0.0000,916370748.0000,0.0000,923795316.0000,368760204.0000,12764428.9200,13459014000.0000,13299825600.0000,40577637.6000,0.0000,2007327.6000,0.0000,9162583.2000,0.0000,2430577.0800,0.0000
3388,17689365.2520,30805402.9968,31188345.4800,16150919.4000,14080928.0400,15743459.4912,29536349.4000,10129859.6400,36054458.6400,2848166.8920,28396722.6000,62652020.7600,24383677.3560,4679501.7600,57467199.2400,4240632.9600,33431859.0000,33992467.5600,5318293.3200,40479206.4000,8806901.0400,11576056.6152,5775179.4000,6068446.4887,26031019.0680,8984492.2440,2970108.2232,2132226.8640,30187831.7520,4572158.1768,892530.3866,13225119.8400,5652647.7120,3672835.5600,6245914.2764,11736290.8800,6507745.0560,2705125.0320,41596822.8000,5063157.7344,5748165.0000,28122444.0000,0.0000,36806951.1600,19505613.2760,7075859.9897,2155955.0940,10476669.6000,28284289.5600,2727152.0640,25344984.6000,10571579.8200,6433090.2000,11458775.5920,19581153.1200,2493694.4400,20819036.1384,7287940.8720,4144453.1928,4887510.3842,21023963.4935,7202604.4524,20447914.5000,6973810.9200,14201837.2800,15243719.0400,20131931.8116,8677566.6480,40073039.5680,15738911.2764,40693789.4400,16773495.1200,0.0000,1238155920.0000,1434902400.0000,15947721.7200,42249384.0000,205859902.3200,0.0000,496868076.0000,234564660.0000,735729372.0000,6121460.1600,657706536.0000,0.0000,593948880.0000,0.0000,597303396.0000,401661288.0000,71566590.2400,9452229480.0000,9405468000.0000,34965273.6000,0.0000,1923376.3200,0.0000,9145864.8000,0.0000,2312272.0800,0.0000
3389,7800357.7908,77300949.6000,74292591.6000,18448488.2520,17322702.1736,32619402.3600,69888006.0000,14438371.1778,64214242.5600,10809019.8000,33390215.2800,135482713.2000,29440299.6000,23677741.8000,82329288.0480,32082850.8000,23060045.0520,69488967.6000,15841148.9760,77317541.2800,15230471.4720,49303544.4000,3464359.4160,18009845.3520,24854493.0960,41119115.0400,641979.9180,8032217.7600,11274547.3128,48035912.4000,10806582.9744,1578795.3720,5591697.0480,15525303.3864,1773003.0978,33844323.6000,286333.5960,13832622.7200,21229403.3856,38038829.4360,7230477.5935,47098260.0000,0.0000,32805027.7200,6806117.4705,28573767.7560,6261027.4332,8058520.4400,14336311.3200,33631811.2440,7484858.1000,40792726.8000,19136538.0000,7045884.7200,17103969.3600,24073125.8400,8456295.9240,30345976.2960,642930.1376,11256888.2400,14042514.6000,30745419.3000,11850805.8000,29101115.5200,18392839.2000,22535363.1600,11490629.4000,31745526.5520,23472712.8000,60748082.6400,23573030.4000,60701015.5200,0.0000,1017671544.0000,699260328.0000,69530079.6000,352619028.0000,0.0000,0.0000,649931292.0000,349381543.3200,996923448.0000,762495.5520,573515856.0000,0.0000,443154816.0000,0.0000,442486512.0000,1004858784.0000,1068917.4000,8590618080.0000,8577999720.0000,31259548.8000,0.0000,1997994.2400,0.0000,9937047.6000,0.0000,2099932.2000,0.0000
3390,33052960.8000,17929621.1646,27840873.6000,46615611.6000,37901228.4000,21075084.3240,13017440.8800,49392190.8000,3544345.8000,26536737.6000,121560026.4000,18398211.1200,0.0000,73106456.4000,933527.2140,97001805.6000,70413552.0000,17326606.9680,63323355.6000,14574088.8000,35565435.7524,7667579.0160,24091480.8000,0.0000,2847177.0000,50713434.0000,6280679.3040,760192.8120,7937865.8856,29058545.4120,255797.7228,9143980.5600,16568706.9492,3742607.1600,24043260.6000,3994801.8149,12799987.8480,1336336.5600,26849238.5520,15617561.1228,9655789.8960,34066897.2000,0.0000,33623553.6000,33265896.1650,4763566.5480,4206330.9000,8940878.6400,19970328.9420,14346843.9840,35051073.4800,10545682.6800,14141027.5200,10973848.5000,17144856.4500,9525133.9080,24978951.5364,10146432.8232,10535099.9724,1336342.1717,26773041.8160,10633620.6720,25873436.5920,9824659.5600,18305080.9200,19475888.4000,26358266.3040,11376348.1200,52539715.0800,21245307.8400,53066651.7600,21543289.8480,0.0000,781378092.0000,629910648.0000,44339594.7600,232266542.4000,73193.6880,0.0000,279590688.0000,142429262.4000,419564664.0000,36924319.8000,329711580.0000,0.0000,482959512.0000,0.0000,480120588.0000,513828108.0000,0.0000,6335922600.0000,6417025920.0000,31647150.0000,0.0000,1990143.0000,0.0000,10544018.4000,0.0000,1925272.0800,0.0000
3391,11583911.6280,31149423.6984,24237162.0000,27622222.9200,27271259.2800,18575929.5516,4497199.1280,34868462.4000,4897658.8800,34928679.6000,64065484.0800,37297727.6400,0.0000,50511268.8000,638535.2400,87621634.8000,34704520.1280,60066163.7280,60765710.4000,14469336.0000,21673942.4088,42119736.1920,7346354.5800,14901660.7200,5708772.6221,49895859.6000,8001854.2800,408180.9600,7775528.3640,40220583.4800,0.0000,29000682.0000,11150584.7004,22815458.4600,13797468.8460,15642936.0756,7676954.2692,10947033.5652,15951431.7000,40740948.9360,11444044.9320,18041055.4800,0.0000,35595330.4800,20071081.6200,37186552.9908,8939530.8000,6829694.8200,14952127.0320,37143278.7120,23654282.7600,42799605.8832,18963203.0400,16470457.5600,13262519.8800,31516693.6320,18295771.6440,34946191.4400,6668063.2800,8674885.2600,19484273.0520,38681175.1320,18609247.1160,34762854.2400,27533603.8800,27992579.7600,18943839.2880,38441851.9200,37231511.9760,73086300.0000,36939228.5880,72966432.4452,2628677.1960,899505396.0000,786022020.0000,72767797.2000,143855092.8000,484976.2320,0.0000,271388448.0000,61360142.4000,334182420.0000,1315220.2920,576952632.0000,11278575.3600,337627137.6000,9608174.6760,338525208.0000,413282808.0000,0.0000,7425177840.0000,7348917600.0000,33704247.6000,0.0000,1877537.1600,0.0000,10119456.0000,0.0000,2021540.4000,0.0000
3392,52500760.2000,65580163.2000,38527509.6000,40296948.1200,56641352.4000,10014057.1800,1517459.9040,62722173.6000,10913733.3600,70354926.0000,136960200.0000,98641220.4000,4897670.0400,23676771.6000,9108343.4400,96199858.8000,78228496.8000,143924148.0000,99274107.6000,5222539.8216,20449084.9680,82301770.8000,4944589.3080,16312290.8040,47430456.4800,47923020.0000,12663044.6400,81702.7200,55029172.7520,32641656.4800,0.0000,55849471.2000,104464.3320,41765061.6000,10396398.6504,21647055.6000,2120666.4612,10668334.7520,15466805.1792,28168341.6600,38945962.8000,12041528.0400,0.0000,34822614.9600,2805341.6772,50517129.2400,6246948.2400,11930552.6400,5670408.0600,29630164.3200,1950264.0360,43787820.2400,16545134.5200,26527662.0000,0.0000,39715345.0800,837368.4600,37781411.0400,2303494.2000,9523564.8840,273461.7600,50385043.0800,902399.9400,41708127.6000,23332617.0000,20367711.7200,676852.7040,48966960.6360,1680296.6880,91063062.0000,1820822.7600,91353900.6036,103047498.0000,304323948.0000,144616464.0000,514509048.0000,480831012.0000,0.0000,402957946.8000,1884797.2800,554179503.6000,154288784.5200,12250439.0892,636468696.0000,429305220.0000,6685820.7840,493738920.0000,70878643.2000,132487891.2000,53478706.3200,8794504440.0000,8695726560.0000,33801937.2000,0.0000,1867223.8800,0.0000,9489196.8000,0.0000,2269290.2400,0.0000
3393,50350766.4000,48328297.2000,37579500.0000,32836608.0000,61916331.6000,2055625.7400,537633.7488,49250595.6000,12532119.8400,45097459.2000,140137056.0000,69539857.2000,5167501.2000,8732917.4400,17891676.3600,50931273.6000,91574157.6000,84363148.8000,68317401.6000,1752536.0484,44879130.0000,41284378.8000,10259570.1240,4478283.3672,58090204.8000,22292219.5200,21912084.0000,0.0000,71920792.8000,11807038.0800,0.0000,37861225.2000,7641906.4800,6258368.9520,31456509.8400,6343067.5200,20237966.6400,473126.0400,65758757.0400,912380.5361,18402836.7600,16408058.4000,0.0000,34453793.8800,45360592.5600,3355582.3560,3546648.3600,23587002.0000,46498138.9200,406089.8964,62465338.8000,32925.4920,7395229.6920,26802439.2000,29065713.8400,1162277.9640,47561018.4000,0.0000,15461230.3200,37937.5524,43969417.2000,10485.3805,46133917.2000,0.0000,26022049.2000,24298189.2000,46020384.0000,0.0000,92346901.2000,0.0000,92460790.8000,0.0000,273847968.0000,136891396.8000,76829454.0000,559367136.0000,439442064.0000,0.0000,433665648.0000,0.0000,585082008.0000,150568948.8000,27834914.5200,503320032.0000,614036700.0000,0.0000,629584200.0000,14852644.5600,73431291.9600,66998646.0000,9015292080.0000,9121824360.0000,32118699.6000,0.0000,2082943.8000,0.0000,9101246.4000,0.0000,2296774.4400,0.0000
3394,44923946.4000,27825368.4000,25104772.8000,25593721.2000,49845470.4000,40851.2902,2062272.7231,39054610.8000,9420339.9600,25322990.4000,114598771.2000,44744626.8000,9930182.4000,1006783.2540,18899435.1600,19006538.4000,84136806.0000,47341252.8000,41834282.4000,1691150.7168,49282909.2000,14879082.6000,8368901.2440,1478997.0792,52879878.0000,7850437.9200,21327022.8000,0.0000,67150015.2000,5379576.8400,37812.7953,26071347.6000,25441963.2000,27127.0656,35466102.0000,3245372.6400,26157661.2000,0.0000,80391967.2000,0.0000,10727795.5668,20569230.0000,0.0000,33028125.4800,69510596.4000,0.0000,5341804.5600,21797319.6000,66429482.4000,0.0000,87098281.2000,0.0000,12618375.1200,28419267.6000,53015410.8000,0.0000,69758100.0000,0.0000,18467442.0000,125819.8615,72660355.2000,0.0000,71873964.0000,0.0000,37855807.2000,39473395.2000,71648445.6000,0.0000,143803152.0000,0.0000,144002304.0000,0.0000,444509496.0000,20100475.4400,14726828.0520,757654452.0000,465852492.0000,0.0000,528589116.0000,0.0000,692307756.0000,161514900.0000,180794660.4000,259588188.0000,506948724.0000,0.0000,517652172.0000,8984367.3132,28535846.4000,89635482.0000,8214387120.0000,8394446160.0000,30491676.0000,0.0000,2066589.7200,0.0000,9221277.6000,0.0000,2427400.8000,0.0000
3395,42898269.6000,23459965.2000,20243818.8000,27845226.0000,47845371.6000,1393670.4480,1081395.5983,43885418.4000,4511071.8000,26761341.6000,100977022.8000,43009146.0000,18520236.0000,0.0000,13245919.5600,10003045.6800,74402193.6000,44557200.0000,37311321.6000,2294794.9080,42723694.8000,11184669.7200,5116872.9600,2131456.2336,49230828.0000,5757031.4760,19368133.2000,0.0000,60245370.0000,3272475.8412,0.0000,24118149.6000,25703604.0000,0.0000,30216549.6000,2868725.1600,23948874.0000,0.0000,75235536.0000,0.0000,8357810.3640,19964700.0000,0.0000,32162910.4800,65969038.8000,0.0000,5128592.0400,19629057.6000,63957153.6000,0.0000,84098307.6000,0.0000,12002490.0000,27750168.0000,51563815.2000,0.0000,68377208.4000,0.0000,17320809.6000,118322.8899,70738527.6000,0.0000,70523870.4000,0.0000,37281859.2000,38664741.6000,70284218.4000,0.0000,141227100.0000,0.0000,141528024.0000,0.0000,759415104.0000,0.0000,27017872.6320,1068304320.0000,428354244.0000,0.0000,451702080.0000,0.0000,683055900.0000,228307536.0000,566127756.0000,28512393.8400,235652630.4000,8267406.9480,371581020.0000,141523898.4000,35439933.4920,56495592.0000,8281116720.0000,8475013800.0000,29752941.6000,0.0000,1859609.8800,0.0000,8827718.4000,0.0000,2655951.4800,0.0000
